award_date,project_number,award_amount,award_type
2024-01-29,1R01MH132784-01A1,710858,1
2023-12-08,1R01MH132795-01A1,580769,1
2023-11-14,1R01MH132797-01A1,565874,1
2023-11-24,1R01MH132918-01A1,548062,1
2023-11-15,1R01MH132921-01A1,359102,1
2023-11-20,1R01MH133068-01A1,798830,1
2023-12-15,1R01MH133138-01A1,390000,1
2023-11-15,1R01MH133181-01A1,672827,1
2023-11-16,1R01MH133453-01A1,700166,1
2023-02-16,1R01MH133474-01,781224,1
2024-12-13,1R01MH133584-01A1,241500,1
2024-11-13,1R01MH133600-01A1,439804,1
2024-02-01,1R01MH133612-01A1,731648,1
2024-01-29,1R01MH133845-01A1,561828,1
2024-01-11,1R01MH134776-01A1,856064,1
2023-11-13,1R01MH134797-01,419390,1
2024-12-18,1R01MH134827-01A1,692043,1
2023-11-23,1R01MH134926-01,393125,1
2023-12-22,1R01MH134957-01,525700,1
2024-02-13,1R01MH134965-01,484313,1
2024-02-13,1R01MH134969-01,876397,1
2023-12-14,1R01MH134990-01,799720,1
2024-12-24,1R01MH135034-01A1,877297,1
2023-11-29,1R01MH135045-01,727987,1
2023-12-27,1R01MH135076-01,701260,1
2024-02-01,1R01MH135093-01,844822,1
2023-12-15,1R01MH135117-01,928449,1
2024-01-09,1R01MH135119-01,780986,1
2024-01-12,1R01MH135136-01,636641,1
2024-02-01,1R01MH135147-01,759737,1
2023-12-05,1R01MH135293-01,738063,1
2023-11-08,1R01MH135403-01,724048,1
2023-11-15,1R01MH135426-01,684381,1
2023-12-15,1R01MH135451-01,1082757,1
2023-12-25,1R01MH135538-01,548966,1
2023-12-07,1R01MH135568-01,887117,1
2023-12-28,1R01MH135730-01,642267,1
2024-12-26,1R01MH135792-01A1,711361,1
2025-01-31,1R01MH135844-01A1,759581,1
2025-01-10,1R01MH135862-01A1,384772,1
2024-12-20,1R01MH135896-01A1,641263,1
2025-01-13,1R01MH135954-01A1,742484,1
2024-12-27,1R01MH135978-01A1,793161,1
2024-12-17,1R01MH135985-01A1,802551,1
2024-11-29,1R01MH136006-01A1,549140,1
2024-11-12,1R01MH136014-01A1,679072,1
2024-11-27,1R01MH136041-01A1,787584,1
2025-01-21,1R01MH136055-01A1,702928,1
2024-12-30,1R01MH136132-01A1,756742,1
2024-11-29,1R01MH136164-01A1,396250,1
2024-12-04,1R01MH136185-01A1,802423,1
2024-12-27,1R01MH136198-01A1,751897,1
2024-12-16,1R01MH136214-01A1,811404,1
2024-11-28,1R01MH136286-01A1,661237,1
2024-11-29,1R01MH136353-01A1,714615,1
2024-12-27,1R01MH136425-01A1,809312,1
2024-11-29,1R01MH136502-01A1,816063,1
2024-11-29,1R01MH136503-01A1,745741,1
2025-02-03,1R01MH136540-01A1,768172,1
2024-12-12,1R01MH136665-01A1,525048,1
2024-11-15,1R01MH136708-01A1,719917,1
2024-12-27,1R01MH136841-01A1,745822,1
2024-11-22,1R01MH137477-01A1,857216,1
2024-12-23,1R01MH138157-01A1,881439,1
2025-01-31,1R01MH138246-01A1,637749,1
2024-12-20,1R01MH138285-01,553788,1
2025-01-31,1R01MH138291-01,418750,1
2025-01-16,1R01MH138333-01,834193,1
2024-12-23,1R01MH138335-01,815881,1
2024-11-15,1R01MH138343-01,715662,1
2024-11-27,1R01MH138347-01,797157,1
2024-12-18,1R01MH138370-01,576926,1
2024-11-29,1R01MH138380-01,673803,1
2024-12-18,1R01MH138401-01,729367,1
2024-11-27,1R01MH138421-01,831412,1
2024-12-18,1R01MH138428-01,681690,1
2024-12-30,1R01MH138481-01,392500,1
2025-01-31,1R01MH138485-01,837131,1
2024-11-27,1R01MH138495-01,800485,1
2024-12-02,1R01MH138569-01,665420,1
2024-12-17,1R01MH138583-01,659217,1
2024-12-02,1R01MH138636-01,638872,1
2024-11-28,1R01MH138645-01,711897,1
2024-11-18,1R01MH138682-01,434421,1
2025-01-20,1R01MH138735-01,841469,1
2024-11-29,1R01MH138893-01,630071,1
2024-11-29,1R01MH138995-01,706404,1
2024-12-30,1R01MH139198-01,1142518,1
2024-12-20,1R01MH139201-01,919453,1
2024-12-16,1R01MH139215-01,850462,1
2024-12-13,1R01MH139216-01,665893,1
2024-11-29,1R01MH139220-01,649965,1
2024-12-13,1R01MH139342-01,517546,1
2025-01-15,1R01MH139377-01,678674,1
2024-12-27,1R01MH139471-01,665225,1
2024-11-21,1R01MH140023-01,722293,1
2022-01-31,1R01NS109481-01A1,287793,1
2021-11-12,1R01NS117179-01A1,400313,1
2023-01-17,1R01NS117457-01A1,494949,1
2021-11-18,1R01NS117513-01A1,358526,1
2022-12-30,1R01NS117606-01A1,453397,1
2021-11-23,1R01NS117694-01A1,473560,1
2022-01-05,1R01NS118030-01A1,416218,1
2021-12-29,1R01NS119225-01A1,429910,1
2022-01-05,1R01NS119226-01A1,357294,1
2022-01-20,1R01NS119476-01A1,711873,1
2021-12-24,1R01NS119517-01A1,382090,1
2022-01-13,1R01NS119525-01A1,430574,1
2021-11-29,1R01NS119587-01A1,657591,1
2021-12-22,1R01NS119622-01A1,645308,1
2021-12-31,1R01NS119683-01A1,418661,1
2021-12-09,1R01NS119827-01A1,416259,1
2021-12-29,1R01NS119896-01A1,742670,1
2021-11-19,1R01NS119905-01A1,390000,1
2022-01-06,1R01NS120099-01A1,427080,1
2021-12-31,1R01NS120557-01A1,1117756,1
2021-11-23,1R01NS120892-01A1,500637,1
2021-11-27,1R01NS120930-01A1,498920,1
2022-01-31,1R01NS120954-01A1,597844,1
2021-12-16,1R01NS120973-01A1,403000,1
2021-12-07,1R01NS120986-01A1,646752,1
2021-12-09,1R01NS121014-01A1,629449,1
2021-12-08,1R01NS121026-01A1,457771,1
2021-11-24,1R01NS121040-01A1,395248,1
2021-12-03,1R01NS121042-01A1,492803,1
2021-11-04,1R01NS121070-01A1,486230,1
2022-01-20,1R01NS121073-01A1,528135,1
2022-01-10,1R01NS121079-01A1,613482,1
2021-12-31,1R01NS121150-01A1,475842,1
2021-11-29,1R01NS121161-01A1,413118,1
2022-01-20,1R01NS121227-01A1,561683,1
2022-01-18,1R01NS121233-01A1,422817,1
2021-11-18,1R01NS121234-01A1,424758,1
2022-01-20,1R01NS121261-01A1,510015,1
2021-11-16,1R01NS121287-01A1,434652,1
2022-01-05,1R01NS121294-01A1,609319,1
2021-11-15,1R01NS121334-01A1,464508,1
2022-02-14,1R01NS121336-01A1,368959,1
2022-01-05,1R01NS121337-01A1,526680,1
2021-12-24,1R01NS121364-01A1,599698,1
2022-01-24,1R01NS121409-01A1,412498,1
2021-11-12,1R01NS121543-01A1,403870,1
2021-12-14,1R01NS121617-01A1,492144,1
2021-11-16,1R01NS121618-01A1,578642,1
2021-12-20,1R01NS121657-01A1,442500,1
2021-12-23,1R01NS122052-01A1,400950,1
2021-11-30,1R01NS122143-01A1,400950,1
2022-01-05,1R01NS122153-01A1,465287,1
2021-12-15,1R01NS122163-01A1,614898,1
2022-01-13,1R01NS122165-01A1,527929,1
2021-12-20,1R01NS122184-01A1,707328,1
2021-11-24,1R01NS122226-01A1,689984,1
2021-12-10,1R01NS122234-01A1,529012,1
2021-11-11,1R01NS122533-01A1,88659,1
2022-02-10,1R01NS122589-01A1,391520,1
2022-12-15,1R01NS122756-01A1,514575,1
2022-02-15,1R01NS122767-01A1,632898,1
2022-02-02,1R01NS122777-01A1,423423,1
2022-02-15,1R01NS122834-01A1,398971,1
2021-12-15,1R01NS122837-01A1,389230,1
2022-02-08,1R01NS122927-01A1,446959,1
2022-02-07,1R01NS122970-01A1,406250,1
2022-02-04,1R01NS123023-01A1,499222,1
2022-01-27,1R01NS123050-01A1,471400,1
2022-01-05,1R01NS123517-01A1,415040,1
2022-02-16,1R01NS123532-01A1,440871,1
2022-01-20,1R01NS123556-01A1,369227,1
2022-02-04,1R01NS123645-01A1,420000,1
2022-01-31,1R01NS123711-01A1,543117,1
2021-11-11,1R01NS124081-01A1,543237,1
2021-11-30,1R01NS124123-01A1,378750,1
2021-12-03,1R01NS124145-01A1,542051,1
2022-01-26,1R01NS124228-01A1,679279,1
2021-11-23,1R01NS124547-01,497154,1
2021-12-23,1R01NS124575-01,399380,1
2022-12-15,1R01NS124581-01A1,626635,1
2021-12-13,1R01NS124585-01,864159,1
2022-01-26,1R01NS124607-01,439881,1
2021-12-27,1R01NS124637-01,408929,1
2021-12-29,1R01NS124660-01,623676,1
2022-12-28,1R01NS124666-01A1,536316,1
2021-12-17,1R01NS124673-01,394375,1
2021-12-24,1R01NS124679-01,630862,1
2021-12-20,1R01NS124681-01,445535,1
2022-02-11,1R01NS124692-01,375430,1
2022-01-26,1R01NS124728-01,415021,1
2023-01-16,1R01NS124738-01A1,634021,1
2021-12-22,1R01NS124775-01,389661,1
2021-12-15,1R01NS124783-01,373750,1
2021-12-23,1R01NS124789-01,627814,1
2022-12-19,1R01NS124799-01A1,564424,1
2022-01-18,1R01NS124802-01,766890,1
2021-12-15,1R01NS124854-01,603504,1
2021-12-24,1R01NS124879-01,622611,1
2022-01-12,1R01NS124882-01,410128,1
2021-11-24,1R01NS125018-01,624986,1
2021-12-29,1R01NS125073-01,388750,1
2022-01-05,1R01NS125141-01,427566,1
2021-12-22,1R01NS125143-01,524645,1
2021-11-18,1R01NS125230-01,407419,1
2021-11-19,1R01NS125250-01,375470,1
2021-11-30,1R01NS125255-01,592439,1
2022-01-05,1R01NS125270-01,649400,1
2021-11-29,1R01NS125276-01,520146,1
2022-01-20,1R01NS125316-01,465958,1
2021-12-01,1R01NS125359-01,528463,1
2022-12-01,1R01NS125362-01A1,643275,1
2022-02-14,1R01NS125408-01,814905,1
2021-12-15,1R01NS125413-01,391466,1
2022-02-15,1R01NS125437-01,549723,1
2024-01-23,1R01NS125482-01A1,625896,1
2022-01-26,1R01NS125490-01,423106,1
2021-11-30,1R01NS125589-01,622228,1
2022-02-15,1R01NS125693-01,623479,1
2021-11-20,1R01NS125742-01,1063467,1
2022-01-14,1R01NS125768-01,382994,1
2021-12-16,1R01NS125775-01,557752,1
2022-01-12,1R01NS125778-01,516055,1
2022-01-05,1R01NS125843-01,688666,1
2021-12-03,1R01NS125884-01,449156,1
2022-11-15,1R01NS126187-01A1,477289,1
2022-02-04,1R01NS126191-01,373732,1
2022-12-21,1R01NS126193-01A1,406143,1
2022-12-05,1R01NS126203-01A1,483573,1
2022-11-29,1R01NS126209-01A1,451763,1
2023-01-15,1R01NS126219-01A1,412454,1
2022-01-31,1R01NS126227-01,364839,1
2022-01-26,1R01NS126248-01,449920,1
2022-12-06,1R01NS126265-01A1,398997,1
2022-12-05,1R01NS126271-01A1,515342,1
2022-02-14,1R01NS126280-01,505002,1
2022-12-29,1R01NS126282-01A1,813759,1
2022-12-30,1R01NS126287-01A1,456832,1
2022-12-28,1R01NS126326-01A1,461226,1
2023-01-18,1R01NS126352-01A1,454369,1
2023-01-12,1R01NS126376-01A1,457076,1
2023-02-15,1R01NS126398-01A1,530798,1
2022-12-29,1R01NS126399-01A1,537174,1
2023-01-13,1R01NS126444-01A1,388752,1
2022-12-01,1R01NS126451-01A1,472703,1
2022-12-20,1R01NS126452-01A1,465765,1
2022-02-08,1R01NS126468-01,378978,1
2023-12-27,1R01NS126499-01A1,420917,1
2022-12-19,1R01NS126503-01A1,434602,1
2023-02-01,1R01NS126509-01A1,727258,1
2022-12-08,1R01NS126526-01A1,486389,1
2023-02-13,1R01NS126541-01A1,625886,1
2022-01-27,1R01NS126549-01,419989,1
2022-12-28,1R01NS126610-01A1,493752,1
2022-11-29,1R01NS126654-01A1,394623,1
2022-12-20,1R01NS126664-01A1,389998,1
2023-01-23,1R01NS126691-01A1,389937,1
2022-02-09,1R01NS126747-01,389523,1
2022-12-27,1R01NS126752-01A1,640904,1
2022-12-01,1R01NS126761-01A1,388800,1
2023-01-11,1R01NS126762-01A1,522914,1
2022-02-15,1R01NS126765-01,478881,1
2023-01-13,1R01NS126816-01A1,338632,1
2023-01-10,1R01NS126820-01A1,382114,1
2023-02-03,1R01NS126821-01A1,418750,1
2022-01-28,1R01NS126924-01,559773,1
2022-11-30,1R01NS126981-01A1,399056,1
2023-01-25,1R01NS127108-01A1,670402,1
2022-12-28,1R01NS127372-01A1,606431,1
2022-12-12,1R01NS127428-01A1,550559,1
2023-01-24,1R01NS127469-01A1,603005,1
2022-11-29,1R01NS127697-01A1,862012,1
2023-02-09,1R01NS127728-01A1,615697,1
2023-02-13,1R01NS127830-01A1,774358,1
2023-12-28,1R01NS128029-01A1,615116,1
2024-01-19,1R01NS128342-01A1,782427,1
2023-02-05,1R01NS128403-01A1,411431,1
2022-11-30,1R01NS129121-01A1,650473,1
2022-11-25,1R01NS129502-01,622545,1
2023-01-18,1R01NS129517-01,543162,1
2023-01-16,1R01NS129542-01,595313,1
2022-12-30,1R01NS129549-01,591362,1
2022-12-05,1R01NS129551-01,397473,1
2024-02-09,1R01NS129555-01A1,482316,1
2024-01-26,1R01NS129563-01A1,557891,1
2023-12-05,1R01NS129609-01A1,473106,1
2023-01-03,1R01NS129643-01,650461,1
2023-11-30,1R01NS129659-01A1,397500,1
2022-11-24,1R01NS129671-01,618380,1
2023-01-23,1R01NS129695-01,384851,1
2023-02-13,1R01NS129711-01,590765,1
2022-11-29,1R01NS129722-01,553509,1
2023-01-20,1R01NS129737-01,710765,1
2022-12-29,1R01NS129739-01,516160,1
2022-12-08,1R01NS129742-01,609406,1
2023-02-05,1R01NS129769-01,463348,1
2022-12-14,1R01NS129803-01,493008,1
2022-12-15,1R01NS129823-01,582811,1
2022-11-24,1R01NS129834-01,448186,1
2023-02-03,1R01NS129860-01,473032,1
2023-01-25,1R01NS129888-01,784131,1
2023-02-09,1R01NS129922-01,652802,1
2022-12-23,1R01NS129936-01,426375,1
2022-12-21,1R01NS129982-01,386720,1
2023-01-31,1R01NS129987-01,460595,1
2022-11-29,1R01NS129997-01,411250,1
2023-01-31,1R01NS130033-01,686723,1
2022-11-24,1R01NS130035-01,572147,1
2022-11-30,1R01NS130042-01,1,1
2022-12-09,1R01NS130044-01,288514,1
2022-12-16,1R01NS130046-01,516657,1
2023-02-08,1R01NS130057-01,524089,1
2023-01-12,1R01NS130183-01,406601,1
2022-12-28,1R01NS130189-01,600849,1
2023-12-15,1R01NS130308-01A1,521130,1
2023-02-13,1R01NS130483-01,390833,1
2022-11-29,1R01NS130484-01,574619,1
2023-02-01,1R01NS130517-01,419557,1
2022-12-20,1R01NS130763-01,618078,1
2022-11-22,1R01NS130794-01,453379,1
2024-01-01,1R01NS130838-01A1,672564,1
2023-02-03,1R01NS130916-01,125824,1
2023-01-20,1R01NS131094-01A1,627317,1
2023-12-01,1R01NS131106-01A1,380249,1
2023-01-18,1R01NS131151-01,420026,1
2024-02-01,1R01NS131182-01A1,776474,1
2023-02-02,1R01NS131184-01,512103,1
2023-02-09,1R01NS131276-01,397876,1
2023-12-13,1R01NS131281-01A1,529569,1
2023-02-09,1R01NS131310-01,325815,1
2023-12-27,1R01NS131322-01A1,634927,1
2023-02-08,1R01NS131327-01,519051,1
2024-01-25,1R01NS131337-01A1,641937,1
2023-12-11,1R01NS131342-01A1,369915,1
2023-11-30,1R01NS131347-01A1,698062,1
2023-12-29,1R01NS131420-01A1,468231,1
2023-12-11,1R01NS131428-01A1,618013,1
2024-02-05,1R01NS131489-01A1,356623,1
2024-01-10,1R01NS131507-01A1,499611,1
2023-02-13,1R01NS131512-01,755210,1
2024-02-15,1R01NS131514-01A1,390000,1
2023-12-01,1R01NS131557-01A1,419690,1
2023-12-28,1R01NS131560-01A1,621963,1
2023-02-09,1R01NS131571-01,437341,1
2023-11-27,1R01NS131604-01A1,404670,1
2024-01-05,1R01NS131628-01A1,422386,1
2024-01-04,1R01NS131646-01A1,584891,1
2023-11-30,1R01NS131661-01A1,451949,1
2024-02-05,1R01NS131664-01A1,662485,1
2023-11-30,1R01NS131948-01A1,661138,1
2024-01-02,1R01NS131967-01A1,483910,1
2024-02-05,1R01NS132083-01A1,656555,1
2024-01-17,1R01NS132437-01A1,657657,1
2024-01-17,1R01NS132483-01A1,801239,1
2023-01-18,1R01NS132504-01,583654,1
2023-12-13,1R01NS132533-01A1,495317,1
2023-12-08,1R01NS132538-01A1,508865,1
2023-12-22,1R01NS132868-01A1,556452,1
2024-02-15,1R01NS133005-01A1,649829,1
2024-02-15,1R01NS134491-01,361645,1
2024-01-18,1R01NS134493-01,545814,1
2023-11-30,1R01NS134558-01,444221,1
2023-12-14,1R01NS134597-01,691502,1
2024-12-26,1R01NS134598-01A1,515669,1
2023-12-26,1R01NS134604-01,430763,1
2023-12-06,1R01NS134625-01,667085,1
2023-12-27,1R01NS134639-01,373403,1
2024-01-25,1R01NS134651-01,571319,1
2023-12-21,1R01NS134690-01,384470,1
2023-12-27,1R01NS134726-01,394654,1
2024-11-29,1R01NS134754-01A1,440610,1
2023-11-28,1R01NS134772-01,595294,1
2024-12-31,1R01NS134799-01A1,404100,1
2023-12-26,1R01NS134804-01,441060,1
2024-12-13,1R01NS134810-01A1,492749,1
2024-01-17,1R01NS134815-01,488097,1
2023-12-27,1R01NS134816-01,622078,1
2023-12-08,1R01NS134842-01,624701,1
2024-12-10,1R01NS134846-01A1,621500,1
2024-02-14,1R01NS134859-01,790627,1
2023-12-28,1R01NS134885-01,438347,1
2023-12-04,1R01NS134887-01,593320,1
2024-01-26,1R01NS134921-01,410000,1
2024-01-25,1R01NS134923-01,617769,1
2023-12-27,1R01NS134925-01,566662,1
2024-01-04,1R01NS134941-01,704153,1
2024-02-08,1R01NS134944-01,454820,1
2023-11-27,1R01NS134969-01,392561,1
2024-02-15,1R01NS134976-01,560846,1
2023-12-27,1R01NS134987-01,576683,1
2023-12-08,1R01NS134989-01,569135,1
2024-01-02,1R01NS135048-01,479119,1
2023-11-27,1R01NS135055-01,532435,1
2024-11-26,1R01NS135072-01A1,801329,1
2023-12-12,1R01NS135077-01,552806,1
2024-01-16,1R01NS135153-01,472156,1
2023-12-14,1R01NS135162-01,590166,1
2023-12-19,1R01NS135220-01A1,549937,1
2023-11-30,1R01NS135228-01,487772,1
2023-11-30,1R01NS135254-01,640327,1
2023-12-12,1R01NS135465-01,579005,1
2024-01-12,1R01NS135620-01,503491,1
2024-01-31,1R01NS135728-01,830339,1
2024-01-17,1R01NS135776-01,531937,1
2025-01-23,1R01NS135830-01A1,616200,1
2023-12-08,1R01NS135884-01,553573,1
2024-12-27,1R01NS136056-01A1,559820,1
2024-11-25,1R01NS136137-01A1,476643,1
2024-11-29,1R01NS136202-01A1,634622,1
2024-12-31,1R01NS136227-01A1,541109,1
2024-11-29,1R01NS136297-01A1,690763,1
2024-12-04,1R01NS136342-01A1,543337,1
2024-11-21,1R01NS136355-01A1,555499,1
2025-01-30,1R01NS136363-01A1,453104,1
2025-01-24,1R01NS136371-01A1,525912,1
2024-12-06,1R01NS136383-01A1,423788,1
2024-11-29,1R01NS136423-01A1,793535,1
2024-11-22,1R01NS136434-01A1,608899,1
2024-11-29,1R01NS136494-01A1,537508,1
2024-11-21,1R01NS136675-01A1,598952,1
2024-12-12,1R01NS136685-01A1,638718,1
2024-12-13,1R01NS136686-01A1,605523,1
2024-12-23,1R01NS136702-01A1,670600,1
2024-12-23,1R01NS136752-01A1,377875,1
2024-11-28,1R01NS137082-01A1,604795,1
2024-12-05,1R01NS137230-01A1,431676,1
2024-12-28,1R01NS137604-01A1,596146,1
2024-11-28,1R01NS137650-01A1,580070,1
2025-01-29,1R01NS138119-01A1,654844,1
2025-02-01,1R01NS139492-01A1,664772,1
2024-11-22,1R01NS139519-01A1,676388,1
2025-01-31,1R01NS139872-01,1124850,1
2024-11-22,1R01NS139914-01,582883,1
2024-12-06,1R01NS139999-01,742352,1
2024-12-11,1R01NS140001-01,617687,1
2024-12-27,1R01NS140084-01,438365,1
2024-12-04,1R01NS140100-01,459111,1
2024-11-29,1R01NS140142-01,684451,1
2025-01-03,1R01NS140161-01,576841,1
2024-11-28,1R01NS140165-01,529878,1
2024-12-04,1R01NS140174-01,345702,1
2024-11-28,1R01NS140230-01,548088,1
2024-12-02,1R01NS140233-01,563343,1
2025-01-14,1R01NS140235-01,606548,1
2024-12-30,1R01NS140256-01,613897,1
2025-01-07,1R01NS140285-01,506696,1
2025-01-31,1R01NS140292-01,619969,1
2024-11-27,1R01NS140460-01,604852,1
2024-12-05,1R01NS140610-01,654367,1
2024-11-27,1R01NS140764-01,645391,1
2025-01-07,1R01NS140868-01,623651,1
2024-12-12,1R01NS140965-01,909090,1
2024-11-28,1R01NS140967-01,635173,1
2024-12-24,1R01NS141191-01,621073,1
2025-01-07,1R01NS141312-01,629750,1
2024-12-24,1R01NS143140-01,216689,1
2024-12-24,1R01NS143141-01,273254,1
2024-12-05,1R01NS143142-01,405817,1
2024-12-05,1R01NS143143-01,373778,1
2022-12-30,1R01OD034064-01,625630,1
2023-02-13,1R01TW012408-01,292408,1
2022-02-14,1R03AG070454-01A1,156000,1
2022-01-25,1R03AG071549-01A1,79095,1
2022-01-31,1R03AG071934-01A1,169178,1
2022-01-12,1R03AG072218-01A1,154146,1
2022-02-14,1R03AG072233-01A1,160000,1
2022-01-13,1R03AG072235-01A1,106840,1
2022-01-31,1R03AG075034-01,157002,1
2022-01-27,1R03AG075365-01,163439,1
2022-11-23,1R03AG075396-01A1,76000,1
2022-01-24,1R03AG075397-01,155500,1
2022-02-02,1R03AG075408-01,181000,1
2022-01-04,1R03AG075434-01,159757,1
2022-01-24,1R03AG075567-01,169000,1
2022-01-17,1R03AG075637-01,1,1
2022-12-22,1R03AG076815-01A1,156000,1
2023-01-31,1R03AG077132-01A1,98134,1
2022-12-16,1R03AG077368-01A1,155000,1
2022-11-03,1R03AG079945-01,72500,1
2022-11-17,1R03AG080170-01,166240,1
2022-12-02,1R03AG080175-01,161000,1
2022-12-19,1R03AG080212-01,161574,1
2022-12-16,1R03AG080283-01,184155,1
2022-11-17,1R03AG080287-01,155205,1
2023-02-13,1R03AG080374-01,85586,1
2023-02-13,1R03AG080413-01,70164,1
2022-11-30,1R03AG080415-01,163440,1
2023-01-31,1R03AG080418-01,149050,1
2022-11-22,1R03AG080423-01,160000,1
2024-02-08,1R03AG085058-01,150000,1
2024-11-13,1R03AG086958-01A1,78750,1
2024-12-13,1R03AG087431-01A1,308000,1
2024-12-20,1R03AG087463-01A1,341000,1
2024-12-12,1R03AG088868-01A1,156000,1
2024-12-13,1R03AG091095-01,328000,1
2024-12-13,1R03AG091250-01,314000,1
2024-12-20,1R03AG091264-01,320143,1
2022-01-05,1R03AI159289-01A1,91000,1
2021-11-12,1R03AI159700-01A1,74761,1
2022-01-20,1R03AI163283-01A1,72657,1
2022-01-31,1R03AI163730-01A1,73183,1
2022-02-02,1R03AI163932-01A1,74200,1
2022-02-01,1R03AI163978-01A1,78000,1
2021-11-01,1R03AI166284-01,76000,1
2021-12-02,1R03AI166809-01,83688,1
2022-11-14,1R03AI168491-01A1,79500,1
2022-11-04,1R03AI168826-01A1,69000,1
2022-01-28,1R03AI169047-01,74000,1
2022-01-12,1R03AI169303-01,77450,1
2022-02-01,1R03AI169437-01,78000,1
2023-01-18,1R03AI170571-01A1,79500,1
2023-01-23,1R03AI171860-01A1,75000,1
2022-11-18,1R03AI173522-01,83750,1
2022-11-03,1R03AI173549-01,80500,1
2022-11-03,1R03AI173999-01,64773,1
2022-11-14,1R03AI174152-01,87500,1
2022-11-14,1R03AI174158-01,89500,1
2023-02-06,1R03AI175783-01,74000,1
2023-01-19,1R03AI175796-01,84250,1
2023-12-18,1R03AI175977-01A1,103762,1
2023-12-12,1R03AI175981-01A1,70990,1
2023-01-19,1R03AI175990-01,89153,1
2023-01-30,1R03AI176019-01,63857,1
2023-01-18,1R03AI176262-01,75500,1
2023-11-13,1R03AI176300-01A1,72512,1
2023-11-28,1R03AI176361-01A1,97500,1
2024-01-24,1R03AI178015-01A1,77917,1
2024-01-24,1R03AI178109-01A1,78000,1
2024-01-24,1R03AI178363-01A1,89500,1
2024-01-12,1R03AI180319-01A1,77625,1
2023-11-30,1R03AI180493-01,76750,1
2023-12-26,1R03AI180576-01,84750,1
2023-12-01,1R03AI180714-01,80250,1
2023-11-17,1R03AI180804-01,81875,1
2024-01-29,1R03AI182416-01,78750,1
2024-11-12,1R03AI182562-01A1,77600,1
2024-01-17,1R03AI182565-01,66992,1
2024-02-16,1R03AI182770-01,71708,1
2024-01-22,1R03AI182773-01,80000,1
2025-02-01,1R03AI185421-01A1,77843,1
2024-11-15,1R03AI187066-01,70500,1
2024-11-19,1R03AI187610-01,79783,1
2024-11-15,1R03AI187892-01,75013,1
2024-11-18,1R03AI187994-01,75660,1
2024-11-14,1R03AI188012-01,79540,1
2024-11-15,1R03AI188350-01,80995,1
2024-11-15,1R03AI188527-01,74700,1
2024-11-26,1R03AI189203-01,79298,1
2025-01-10,1R03AI190223-01,81238,1
2025-01-31,1R03AI190651-01,76873,1
2023-01-09,1R03AR081997-01,81875,1
2021-12-07,1R03CA256100-01A1,77500,1
2021-11-19,1R03CA256104-01A1,75354,1
2022-01-14,1R03CA259633-01A1,83192,1
2022-01-31,1R03CA259652-01A1,77500,1
2021-12-13,1R03CA259664-01A1,80000,1
2021-12-29,1R03CA259672-01A1,82000,1
2021-11-19,1R03CA259873-01A1,97793,1
2021-12-20,1R03CA259884-01A1,79950,1
2021-11-30,1R03CA259901-01A1,80500,1
2022-12-29,1R03CA262908-01A1,74750,1
2022-01-14,1R03CA267113-01,1,1
2023-01-19,1R03CA267327-01A1,77750,1
2023-01-12,1R03CA267343-01A1,79750,1
2022-12-05,1R03CA267438-01A1,83750,1
2021-12-13,1R03CA267449-01,73677,1
2021-12-02,1R03CA267456-01,85989,1
2021-12-28,1R03CA267469-01,77750,1
2022-12-29,1R03CA270451-01A1,79250,1
2022-11-22,1R03CA270486-01A1,76750,1
2022-12-15,1R03CA270663-01A1,74333,1
2022-12-15,1R03CA270815-01A1,76750,1
2023-11-22,1R03CA273468-01A1,80500,1
2022-12-26,1R03CA277079-01,80000,1
2022-12-12,1R03CA277166-01,79950,1
2022-12-23,1R03CA277194-01,88500,1
2023-12-22,1R03CA277197-01A1,80000,1
2022-12-28,1R03CA277213-01,79000,1
2022-12-20,1R03CA277217-01,78750,1
2022-12-06,1R03CA277236-01,77462,1
2024-01-01,1R03CA279867-01A1,81000,1
2023-12-29,1R03CA280007-01A1,90722,1
2025-01-22,1R03CA283225-01A1,89349,1
2023-12-27,1R03CA286521-01,79500,1
2023-12-05,1R03CA286528-01,73221,1
2023-11-24,1R03CA286594-01,66992,1
2023-12-06,1R03CA286634-01,37548,1
2024-02-05,1R03CA286643-01,55000,1
2023-12-29,1R03CA286646-01,78500,1
2023-12-13,1R03CA286669-01,94000,1
2024-01-01,1R03CA286671-01,76750,1
2023-11-23,1R03CA286682-01,84250,1
2023-12-28,1R03CA286694-01,78750,1
2024-01-08,1R03CA286703-01,77500,1
2024-02-15,1R03CA286706-01,96300,1
2023-11-23,1R03CA287169-01,178000,1
2023-11-30,1R03CA287274-01,158000,1
2024-11-20,1R03CA288281-01A1,81750,1
2024-12-17,1R03CA289556-01A1,81041,1
2024-11-27,1R03CA289845-01A1,80165,1
2024-12-16,1R03CA293992-01A1,178000,1
2024-12-11,1R03CA295675-01,83180,1
2024-11-28,1R03CA297201-01,78500,1
2024-11-28,1R03CA297274-01,80500,1
2024-12-31,1R03CA297351-01,76750,1
2024-12-31,1R03CA297359-01,83500,1
2025-01-31,1R03CA297362-01,76000,1
2025-01-20,1R03CA297372-01,80165,1
2024-12-13,1R03DA059681-01A1,76250,1
2022-01-17,1R03DE030502-01A1,173015,1
2022-01-12,1R03DE030527-01A1,154500,1
2021-12-06,1R03DE031329-01,173830,1
2021-12-30,1R03DE031332-01,152500,1
